"coverage_type","source_object","repo_mapping","module","condition","reason","impact","alternative","property","term","source_section","remarks"
"condition","wk_lsu_rb | 5）wk_lsu_rb.sv – 1820，排除子表达式!rb_biu_req_sync_fence单独为0的条件。","srcs/xx_lsu_rb.sv","wk_lsu_rb","5）wk_lsu_rb.sv – 1820，排除子表达式!rb_biu_req_sync_fence单独为0的条件。","排除原因：rb_biu_req_sync_fence意味着so=0（见3）），也不可能是非缓存的原子操作（nc_atomic）。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_rb | 1）wk_lsu_rb.sv；239-lsda0/1_ex3_mcic_borrow_mmu，排除原因：mmu只借用ld0；596-lsda0_hit_idx_ori, lsda0/1_ld/st_idx_wrt_ld0，信号未使用；744-rb-empty_less2/3_low/high，信号未使用，同理排除736-rb_entry_all1s_low0/1_high0/1，rb_full_low/high0/1；453-rb_mcic_ecc_err，tie 0，同理排除587-rb_r_resp_ecc_err，385-rb_biu_ar_snoop[3]，387-rb_biu_ar_user[2]，lfb_rb_create_id[4]，rb_create_ptr2[14]，rb_create_ptr3[15:14]；430-rb_lwb_ex3_vreg_sign_sel[12:1]，同1.4.1；；379-rb_biu_ar_len[1]，最多2笔，第1位不存在1的场景；；719-rb_entry_sync[15]，第15项预留给mcic，同理排除rb_entry_reg_bytes_vld1/2/3，rb_entry_inst_fof[15]，rb_entry_atomic[15]，rb_entry_atomic_next_resp[15]，rb_entry_cmit_data_vld[15]，rb_entry_depd0/2/3，rb_entry_depd_wakeup0/2/3[15]，rb_entry_discard_vld0/2/3[15]，rb_entry_element_cnt[15]，rb_entry_*[15]（fence_ld_vld, us, vls, ldamo, ls0/1_create_dp_vld, ls0/1_create_gateclk_en, ls0/1_create_vld）","srcs/xx_lsu_rb.sv","wk_lsu_rb","1）wk_lsu_rb.sv；239-lsda0/1_ex3_mcic_borrow_mmu，排除原因：mmu只借用ld0；596-lsda0_hit_idx_ori, lsda0/1_ld/st_idx_wrt_ld0，信号未使用；744-rb-empty_less2/3_low/high，信号未使用，同理排除736-rb_entry_all1s_low0/1_high0/1，rb_full_low/high0/1；453-rb_mcic_ecc_err，tie 0，同理排除587-rb_r_resp_ecc_err，385-rb_biu_ar_snoop[3]，387-rb_biu_ar_user[2]，lfb_rb_create_id[4]，rb_create_ptr2[14]，rb_create_ptr3[15:14]；430-rb_lwb_ex3_vreg_sign_sel[12:1]，同1.4.1；；379-rb_biu_ar_len[1]，最多2笔，第1位不存在1的场景；；719-rb_entry_sync[15]，第15项预留给mcic，同理排除rb_entry_reg_bytes_vld1/2/3，rb_entry_inst_fof[15]，rb_entry_atomic[15]，rb_entry_atomic_next_resp[15]，rb_entry_cmit_data_vld[15]，rb_entry_depd0/2/3，rb_entry_depd_wakeup0/2/3[15]，rb_entry_discard_vld0/2/3[15]，rb_entry_element_cnt[15]，rb_entry_*[15]（fence_ld_vld, us, vls, ldamo, ls0/1_create_dp_vld, ls0/1_create_gateclk_en, ls0/1_create_vld）","1）wk_lsu_rb.sv；239-lsda0/1_ex3_mcic_borrow_mmu，排除原因：mmu只借用ld0；596-lsda0_hit_idx_ori, lsda0/1_ld/st_idx_wrt_ld0，信号未使用；744-rb-empty_less2/3_low/high，信号未使用，同理排除736-rb_entry_all1s_low0/1_high0/1，rb_full_low/high0/1；453-rb_mcic_ecc_err，tie 0，同理排除587-rb_r_resp_ecc_err，385-rb_biu_ar_snoop[3]，387-rb_biu_ar_user[2]，lfb_rb_create_id[4]，rb_create_ptr2[14]，rb_create_ptr3[15:14]；430-rb_lwb_ex3_vreg_sign_sel[12:1]，同1.4.1；；379-rb_biu_ar_len[1]，最多2笔，第1位不存在1的场景；；719-rb_entry_sync[15]，第15项预留给mcic，同理排除rb_entry_reg_bytes_vld1/2/3，rb_entry_inst_fof[15]，rb_entry_atomic[15]，rb_entry_atomic_next_resp[15]，rb_entry_cmit_data_vld[15]，rb_entry_depd0/2/3，rb_entry_depd_wakeup0/2/3[15]，rb_entry_discard_vld0/2/3[15]，rb_entry_element_cnt[15]，rb_entry_*[15]（fence_ld_vld, us, vls, ldamo, ls0/1_create_dp_vld, ls0/1_create_gateclk_en, ls0/1_create_vld）","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 1）2480，排除子表达式rb_entry_vld, rb_entry_boundary, !rb_entry_secd单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","1）2480，排除子表达式rb_entry_vld, rb_entry_boundary, !rb_entry_secd单独为0的条件。","排除原因：rb_entry_vld=1, rb_entry_boundary=1, rb_entry_secd=0是跨界请求合并的前提条件（lsda1_rb_ex3_merge_expt_vld=1）。同理排除行2489、行2462。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 2）wk_lsu_rb_entry.sv – 2352，排除子表达式rb_entry_not_sync_fence单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","2）wk_lsu_rb_entry.sv – 2352，排除子表达式rb_entry_not_sync_fence单独为0的条件。","排除原因：对于sync/fence类型，page_ca=0。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 3）wk_lsu_rb_entry.sv – 2106，排除子表达式rb_entry_biu_b_resp单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","3）wk_lsu_rb_entry.sv – 2106，排除子表达式rb_entry_biu_b_resp单独为0的条件。","排除原因：对于bar类型请求，先发aw通道请求，收到响应之后发ar通道。同理排除2344","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 4）wk_lsu_rb_entry.sv – 1512，排除子表达式!lsda0_ex3_is_load=0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","4）wk_lsu_rb_entry.sv – 1512，排除子表达式!lsda0_ex3_is_load=0的条件。","排除原因：rb_entry_ls0_create_dp_vld_x=1, lsda0_ex3_is_load=0满足前序分支。同理排除1727、1584","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 5）wk_lsu_rb_entry.sv – 2121，排除子表达式rb_entry_not_sync_fence单独为0的情况。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","5）wk_lsu_rb_entry.sv – 2121，排除子表达式rb_entry_not_sync_fence单独为0的情况。","排除原因：sync-fence请求不会因跨界被拆分。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 6）2706，对于sync-fence指令，ca=0","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","6）2706，对于sync-fence指令，ca=0","DOCX仅列示该排除项，未另述原因","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 7）wk_lsu_rb_entry.sv – 2729，排除rb_entry_vld单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","7）wk_lsu_rb_entry.sv – 2729，排除rb_entry_vld单独为0的条件。","排除原因：rb_entry_vld是rb_entry_depd3的必要条件，存在请求对子项依赖的前提是子项有效。同理，排除2735/2738行rb_entry_vld单独为0的条件。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 8）wk_lsu_rb_entry.sv- 1818，排除子表达式lsda0_ex3_is_load单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","8）wk_lsu_rb_entry.sv- 1818，排除子表达式lsda0_ex3_is_load单独为0的条件。","排除原因：ls0/1的写分配请求（lsda0/1_ex3_is_load=0）不会发起biu_pe_req，详见wk_lsu_rb.sv – 1679, rb_ls0/1_biu_pe_req","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 9）wk_lsu_rb_entry.sv- 2373，排除子表达式（rb_entry_cmit | !rtu_ck_flush | !rtu_ck_flush_iid_older_than_entry_iid），子表达式rb_entry_dest_vld单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","9）wk_lsu_rb_entry.sv- 2373，排除子表达式（rb_entry_cmit | !rtu_ck_flush | !rtu_ck_flush_iid_older_than_entry_iid），子表达式rb_entry_dest_vld单独为0的条件。","排除原因：对于so类型，请求发送出去时，意味着cmit=1。第二个条件：只有flush可以将rb_entry_dest_vld置0，但是对于发送出去的请求，cmit=1，flush需要等待数据写回之后产生。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 10）wk_lsu_rb_entry.sv – 2153，排除子表达式!rb_entry_boundary|rb_entry_secd单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","10）wk_lsu_rb_entry.sv – 2153，排除子表达式!rb_entry_boundary|rb_entry_secd单独为0的条件。","排除原因：跨界第一笔请求，数据尚未合并，不会发起写回请求，rb_entry_wb_cmplt_success=0.","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 11）wk_lsu_rb_entry.sv – 1929，排除子表达式rb_entry_sync_fence单独为1的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","11）wk_lsu_rb_entry.sv – 1929，排除子表达式rb_entry_sync_fence单独为1的条件。","排除原因：对于sync-fence类型请求，so=0，因此rb_entry_sync_fence=1是!rb_entry_page_so=1的充分条件。同理排除2060","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 12）line-2639，对于sync-fence类型请求，ca=0，同理排除2649","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","12）line-2639，对于sync-fence类型请求，ca=0，同理排除2649","DOCX仅列示该排除项，未另述原因","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 13）wk_lsu_rb_entry.sv – 2590，排除!rb_entry_sync_fence单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","13）wk_lsu_rb_entry.sv – 2590，排除!rb_entry_sync_fence单独为0的条件。","排除原因：对于sync_fence类型请求，page_ca=0，且字节有效位=0，故该合取范式最后一个子表达式=0，无法满足第三个子表达式单独为0的情况。同理，行2612、行2624。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 2）wk_lsu_rb_entry.sv – 1946，覆盖(rb_entry_next_so_bypass_x || !rb_entry_page_so)单独为0的情况。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","2）wk_lsu_rb_entry.sv – 1946，覆盖(rb_entry_next_so_bypass_x || !rb_entry_page_so)单独为0的情况。","排除原因：实际上是可以覆盖的，如下图：","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 6）wk_lsu_rb_entry.sv – 2411，排除子表达式rb_entry_sync_fence单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","6）wk_lsu_rb_entry.sv – 2411，排除子表达式rb_entry_sync_fence单独为0的条件。","排除原因：对于sync-fence类型请求，ca=0，因此!rb_entry_sync_fence=0是rb_entry_page_ca=0的充分条件。同理排除2401、2114。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb_entry | 11）wk_lsu_rb_entry.sv – 1854，排除子表达式!lda0_ex3_mcic_borrow_mmu单独为0的条件。","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","11）wk_lsu_rb_entry.sv – 1854，排除子表达式!lda0_ex3_mcic_borrow_mmu单独为0的条件。","排除原因：mmu借用请求只走ld0通道。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_rb_entry | 1）wk_lsu_rb_entry.sv；lsda0/1_ex3_mcic_borrow_mmu，排除原因：mmu仅通过ld0创建rb项","srcs/xx_lsu_rb_entry.sv","wk_lsu_rb_entry","1）wk_lsu_rb_entry.sv；lsda0/1_ex3_mcic_borrow_mmu，排除原因：mmu仅通过ld0创建rb项","1）wk_lsu_rb_entry.sv；lsda0/1_ex3_mcic_borrow_mmu，排除原因：mmu仅通过ld0创建rb项","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.12.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_sfp_entry | 1）wk_lsu_sfp_entry.sv – 256，排除子表达式sfp_entry_vld单独为0的条件。","未在本仓库srcs中定位到xx_lsu_sfp_entry生产源","wk_lsu_sfp_entry","1）wk_lsu_sfp_entry.sv – 256，排除子表达式sfp_entry_vld单独为0的条件。","排除原因：sfp_entry_vld是sfp_entry_replace必要条件。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.13.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_sfp_entry | 2）318，排除原因sfp_entry_wait_match信号未使用。","未在本仓库srcs中定位到xx_lsu_sfp_entry生产源","wk_lsu_sfp_entry","2）318，排除原因sfp_entry_wait_match信号未使用。","2）318，排除原因sfp_entry_wait_match信号未使用。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.13.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_sfp_entry | 1）wk_lsu_sfp.sv；sfp_update_ptr/vld，信号未使用，同理排除sfp_hit_dec_vld；sfp_repl_dec_val，信号tie 2’b01；lsu0_sfp_ex3_rar，信号tie 1；sfp_entry_wait_match_unset，信号tie 0","未在本仓库srcs中定位到xx_lsu_sfp_entry生产源","wk_lsu_sfp_entry","1）wk_lsu_sfp.sv；sfp_update_ptr/vld，信号未使用，同理排除sfp_hit_dec_vld；sfp_repl_dec_val，信号tie 2’b01；lsu0_sfp_ex3_rar，信号tie 1；sfp_entry_wait_match_unset，信号tie 0","1）wk_lsu_sfp.sv；sfp_update_ptr/vld，信号未使用，同理排除sfp_hit_dec_vld；sfp_repl_dec_val，信号tie 2’b01；lsu0_sfp_ex3_rar，信号tie 1；sfp_entry_wait_match_unset，信号tie 0","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.13.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_ctcq_entry | 1）wk_lsu_snoop_ctcq_entry.sv-212，排除子表达式ctcq_2nd_trans单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_ctcq_entry生产源","wk_lsu_snoop_ctcq_entry","1）wk_lsu_snoop_ctcq_entry.sv-212，排除子表达式ctcq_2nd_trans单独为0的条件。","排除原因：ica_tlb_ctcq_inv_cmplt==1 & ctcq_2nd_trans=0的条件满足210行所述分支，进入本分支时该子表达式不会满足上述条件。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.14.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_ctcq_entry | 2）wk_lsu_snoop_ctcq_entry.sv – 167，排除子表达式ctcq_2nd_trans单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_ctcq_entry生产源","wk_lsu_snoop_ctcq_entry","2）wk_lsu_snoop_ctcq_entry.sv – 167，排除子表达式ctcq_2nd_trans单独为0的条件。","排除原因：ctcq_create_en=1, ctcq_entry_vld=1，表示第二笔请求，此时ctcq_2nd_trans必然为1（在第一笔请求创建时置位）。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.14.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_snoop_ctcq_entry | 1）wk_lsu_snoop_ctcq_entry.sv；ctcq_type[5]， ctcq_type[3]，所有类型请求第3/5位=0","未在本仓库srcs中定位到xx_lsu_snoop_ctcq_entry生产源","wk_lsu_snoop_ctcq_entry","1）wk_lsu_snoop_ctcq_entry.sv；ctcq_type[5]， ctcq_type[3]，所有类型请求第3/5位=0","DOCX仅列示该排除项，未另述原因","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.14.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_req_arbiter | 1）wk_lsu_snoop_req_arbiter.sv – 185，排除子表达式lsu_biu_ac_ready单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_req_arbiter生产源","wk_lsu_snoop_req_arbiter","1）wk_lsu_snoop_req_arbiter.sv – 185，排除子表达式lsu_biu_ac_ready单独为0的条件。","排除原因：对于snoop类型请求，snoop_req_aft_check其他必要条件是icc_snq_create_permit, !lm_snq_stall, cur_snq_entry_empty。lsu_biu_ac_ready=1其中一个条件是cur_snq_entry_empty，!lm_snq_stall, icc_snq_create_permit；因此snoop_req_aft_check是lsu_biu_ac_ready的充分条件。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.15.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_snoop_req_arbiter | 1）wk_lsu_snoop_req_arbiter.sv；arb_snq_snoop_prot[2:1]，信号tie 0，详见wk_piu_top.sv-ciu_ibiu_acprot，同理排除biu_lsu_ac_prot[2:1]","未在本仓库srcs中定位到xx_lsu_snoop_req_arbiter生产源","wk_lsu_snoop_req_arbiter","1）wk_lsu_snoop_req_arbiter.sv；arb_snq_snoop_prot[2:1]，信号tie 0，详见wk_piu_top.sv-ciu_ibiu_acprot，同理排除biu_lsu_ac_prot[2:1]","1）wk_lsu_snoop_req_arbiter.sv；arb_snq_snoop_prot[2:1]，信号tie 0，详见wk_piu_top.sv-ciu_ibiu_acprot，同理排除biu_lsu_ac_prot[2:1]","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.15.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"line","wk_lsu_snoop_snq | 1）wk_lsu_snoop_snq.sv – 438，排除改行覆盖","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","1）wk_lsu_snoop_snq.sv – 438，排除改行覆盖","排除原因：snq_rdy_reorder[0]指向最老的待处理的请求，snq内部设有请求寄存器，即便请求未获得dcache仲裁，最老的请求存放在该寄存器中，该指针总是指向次老请求。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.1","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"branch","wk_lsu_snoop_snq | 同1）","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","同1）","DOCX仅列示该排除项，未另述原因","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.2","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq | 1）wk_lsu_snoop_snq.sv-847，排除两个子表达式单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","1）wk_lsu_snoop_snq.sv-847，排除两个子表达式单独为0的条件。","排除原因：同一个信号，如下图：；同理排除816行。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq | 2）wk_lsu_snoop_snq.sv – 1162，排除后两个子表达式单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","2）wk_lsu_snoop_snq.sv – 1162，排除后两个子表达式单独为0的条件。","排除原因：作废tag时，同时申请3条流水线仲裁，需要同时满足，才获得grnt信号。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq | 3）823","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","3）823","排除原因：sdb_biu_cd_valid=1是启动数据传输的必要条件（如下图），此后一直维持=1，直至最后一笔数据传输完成。；同理，排除830、837、855、887行","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq | 4）wk_lsu_snoop_snq.sv – 612，排除子表达式snq_snpdt_need_data单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","4）wk_lsu_snoop_snq.sv – 612，排除子表达式snq_snpdt_need_data单独为0的条件。","排除原因：该状态表示数据请求在ex2栈遇到ex3栈的ecc停顿请求导致重发，状态启动的必要条件是snq_snpdt_need_data，因此在该状态下，snq_snpdt_need_data=1.（寄存器）","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq | 2）wk_lsu_snoop_snq.sv – 1188，排除子表达式snq_dcache_snpdt_req单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","2）wk_lsu_snoop_snq.sv – 1188，排除子表达式snq_dcache_snpdt_req单独为0的条件。","排除原因：snq_dcache_snpdt_req是snq_dcache_snpdt_data_req必要条件。前者在snoop_dt_req_create_en有效时寄存1，后者在该信号有效时有条件寄存1。考虑到snq_dcache_snpdt_data_req可能寄存已完成的请求信息，读取数据需要2拍，已完成的请求snp_dcache_snpdt_first=0.","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
